datapointID,class_label,spline_coeffs,stability_index
train_07398,17,0.00000;0.01946;0.03905;0.19961;0.57131;0.79546;0.82643;0.84140;0.86995;1.00000,0.4820842588721741
train_07399,39,0.00000;0.23833;0.31945;0.37200;0.48202;0.52971;0.53232;0.67840;0.90333;1.00000,0.413355221332043
train_07400,20,0.00000;0.09830;0.19296;0.26010;0.26769;0.50892;0.58259;0.61748;0.62203;1.00000,0.38366412852369786
train_07401,6,0.00000;0.11222;0.33013;0.39501;0.48208;0.54173;0.63025;0.72941;0.73873;1.00000,0.5014092441190351
train_07402,32,0.00000;0.13106;0.17930;0.41581;0.50778;0.64979;0.70177;0.86192;0.96732;1.00000,0.5639883611454204
train_07403,33,0.00000;0.02661;0.09421;0.33547;0.44985;0.47738;0.80283;0.89953;0.95530;1.00000,0.5312916236194696
train_07404,45,0.00000;0.12024;0.19269;0.21180;0.32872;0.37940;0.38197;0.56021;0.81226;1.00000,0.39526533426409
train_07405,-1,0.00000;0.20973;0.45352;0.45555;0.57381;0.63960;0.66568;0.78249;0.80925;1.00000,0.3795759685199757
train_07406,47,0.00000;0.08570;0.19512;0.37717;0.51079;0.64319;0.64745;0.86236;0.96249;1.00000,0.4195305472626217
train_07407,-1,0.00000;0.06019;0.21021;0.32074;0.69317;0.76220;0.81441;0.81496;0.94012;1.00000,0.6914044308701143
train_07408,40,0.00000;0.01941;0.28668;0.28927;0.47234;0.77299;0.88562;0.89169;0.98494;1.00000,0.44350168052587374
train_07409,31,0.00000;0.04966;0.10432;0.15869;0.21664;0.52350;0.68764;0.98415;0.98861;1.00000,0.22196279354366663
train_07410,14,0.00000;0.11225;0.13360;0.32593;0.41049;0.58174;0.58677;0.76847;0.83318;1.00000,0.2862579581983789
train_07411,-1,0.00000;0.09847;0.17520;0.20841;0.50478;0.61484;0.79656;0.80074;0.80247;1.00000,0.7742766558267615
train_07412,42,0.00000;0.10695;0.35355;0.40834;0.47172;0.48691;0.63127;0.67320;0.80560;1.00000,0.38011863854421224
train_07413,46,0.00000;0.05286;0.12392;0.17069;0.34792;0.38253;0.43472;0.60967;0.82039;1.00000,0.43570890168914966
train_07414,-1,0.00000;0.08898;0.14467;0.34530;0.35004;0.47900;0.70130;0.75134;0.84035;1.00000,0.3611679766708037
train_07415,-1,0.00000;0.09309;0.21836;0.29463;0.31128;0.50492;0.54719;0.80844;0.88110;1.00000,0.7269188866864028
train_07416,48,0.00000;0.04917;0.10054;0.20568;0.34016;0.68344;0.77809;0.91340;0.93033;1.00000,0.5355584785110831
train_07417,25,0.00000;0.09650;0.17050;0.24136;0.39658;0.59717;0.64462;0.94052;0.99297;1.00000,0.42618330289546763
train_07418,-1,0.00000;0.06702;0.17272;0.23819;0.43748;0.54275;0.79818;0.79984;0.94077;1.00000,0.442482942949609
train_07419,26,0.00000;0.01782;0.04560;0.08885;0.10703;0.53269;0.85727;0.93733;0.98279;1.00000,0.39673598283005346
train_07420,34,0.00000;0.07091;0.15658;0.21210;0.59514;0.84462;0.87851;0.88926;0.95837;1.00000,0.3525613195838105
train_07421,26,0.00000;0.08113;0.09871;0.13402;0.42352;0.53118;0.53890;0.81369;0.92342;1.00000,0.45703678407071024
train_07422,16,0.00000;0.02984;0.30203;0.39175;0.74123;0.75796;0.82594;0.86417;0.89260;1.00000,0.4213367577754985
train_07423,35,0.00000;0.08274;0.17816;0.24569;0.39100;0.40354;0.47617;0.48349;0.62455;1.00000,0.4095683665715207
train_07424,-1,0.00000;0.08155;0.39106;0.43110;0.46080;0.46668;0.62942;0.95466;0.98317;1.00000,0.4658897143647653
train_07425,10,0.00000;0.08275;0.16721;0.18026;0.25370;0.59929;0.65619;0.72510;0.83041;1.00000,0.5771767009084033
train_07426,-1,0.00000;0.00926;0.01788;0.17997;0.25376;0.64917;0.70056;0.95389;0.99002;1.00000,0.30474252625244114
train_07427,30,0.00000;0.14710;0.25883;0.40507;0.46076;0.69127;0.81731;0.84385;0.92899;1.00000,0.522615159319861
train_07428,5,0.00000;0.01535;0.13114;0.17130;0.33707;0.38940;0.55792;0.84012;0.98255;1.00000,0.5320040270920874
train_07429,-1,0.00000;0.09160;0.21833;0.44889;0.56171;0.56246;0.57840;0.59210;0.92355;1.00000,0.7412353894698295
train_07430,-1,0.00000;0.17013;0.26998;0.52912;0.60469;0.70719;0.70748;0.73241;0.95310;1.00000,0.31511958278719654
train_07431,15,0.00000;0.15779;0.28482;0.30906;0.32031;0.48434;0.76054;0.98823;0.99836;1.00000,0.5710716537308987
train_07432,20,0.00000;0.02902;0.23057;0.32620;0.36443;0.50545;0.76109;0.86816;0.97549;1.00000,0.4289888370722153
train_07433,-1,0.00000;0.04661;0.13162;0.18284;0.45148;0.66585;0.87290;0.93969;0.95486;1.00000,0.37716695150329954
train_07434,-1,0.00000;0.02215;0.18388;0.45044;0.45333;0.54600;0.66013;0.82897;0.96628;1.00000,0.36002494910077276
train_07435,29,0.00000;0.00300;0.39994;0.45285;0.46648;0.57082;0.59963;0.65740;0.71017;1.00000,0.4845151463292528
train_07436,8,0.00000;0.11643;0.20176;0.20238;0.28282;0.52183;0.53524;0.57074;0.96199;1.00000,0.5195009806266311
train_07437,-1,0.00000;0.02547;0.03484;0.21796;0.39111;0.46647;0.49522;0.53741;0.79621;1.00000,0.2848670961299107
train_07438,8,0.00000;0.15220;0.18532;0.19268;0.25906;0.54723;0.63319;0.63809;0.66196;1.00000,0.5372762023878728
train_07439,-1,0.00000;0.00113;0.18692;0.27153;0.52055;0.56497;0.78474;0.81890;0.85915;1.00000,0.32524895559426953
train_07440,-1,0.00000;0.11541;0.38731;0.43417;0.46289;0.58898;0.69874;0.87614;0.98584;1.00000,0.5810250358756628
train_07441,-1,0.00000;0.17192;0.38651;0.50398;0.61281;0.80666;0.95366;0.97255;0.99717;1.00000,0.46131899985194463
train_07442,26,0.00000;0.16090;0.30334;0.33297;0.36705;0.38188;0.49593;0.55830;0.96147;1.00000,0.4098466556314109
train_07443,18,0.00000;0.06684;0.09498;0.40468;0.52691;0.57993;0.76531;0.80370;0.93987;1.00000,0.2264245270628745
train_07444,24,0.00000;0.00186;0.14891;0.25242;0.58085;0.70956;0.70961;0.75158;0.83810;1.00000,0.6335910176661614
train_07445,-1,0.00000;0.02711;0.04587;0.16214;0.32482;0.52181;0.82371;0.87730;0.93422;1.00000,0.4001229462942132
train_07446,25,0.00000;0.06560;0.07617;0.08457;0.26179;0.39731;0.45431;0.91089;0.96110;1.00000,0.33757467677785863
train_07447,14,0.00000;0.11724;0.20616;0.43490;0.46638;0.60586;0.74093;0.74840;0.90044;1.00000,0.4334158641744681
train_07448,40,0.00000;0.13942;0.16812;0.43995;0.65375;0.67644;0.78742;0.81676;0.96626;1.00000,0.7561687415287315
train_07449,21,0.00000;0.02162;0.19459;0.32186;0.35237;0.83456;0.95568;0.95636;0.96635;1.00000,0.4792151096866881
train_07450,-1,0.00000;0.10250;0.11872;0.16358;0.20383;0.44934;0.53707;0.80103;0.95699;1.00000,0.299847228299258
train_07451,2,0.00000;0.17987;0.59631;0.79182;0.79955;0.86202;0.89217;0.93254;0.97439;1.00000,0.2303167541383847
train_07452,44,0.00000;0.11500;0.22746;0.43587;0.43895;0.51890;0.58595;0.76447;0.79901;1.00000,0.554671279060456
train_07453,39,0.00000;0.08131;0.21446;0.29848;0.36172;0.57249;0.64896;0.88946;0.89535;1.00000,0.42085029014370884
train_07454,39,0.00000;0.13232;0.18662;0.38288;0.47632;0.56307;0.59315;0.67522;0.86081;1.00000,0.5315299037693549
train_07455,-1,0.00000;0.07027;0.30062;0.30764;0.52729;0.62719;0.74572;0.79387;0.83391;1.00000,0.455631238533117
train_07456,10,0.00000;0.02647;0.36702;0.54845;0.71538;0.84038;0.89840;0.95035;0.96923;1.00000,0.2978481287642413
train_07457,25,0.00000;0.14874;0.19486;0.23676;0.31502;0.38912;0.51528;0.62464;0.81632;1.00000,0.35723316909977426
train_07458,45,0.00000;0.36021;0.44096;0.46818;0.62278;0.65703;0.78670;0.91644;0.96463;1.00000,0.33798335407863933
train_07459,-1,0.00000;0.11203;0.13516;0.22901;0.45040;0.48796;0.71057;0.72029;0.86719;1.00000,0.32703877178268037
train_07460,1,0.00000;0.01838;0.34373;0.39508;0.50896;0.62252;0.72149;0.78302;0.94747;1.00000,0.5016611735964931
train_07461,19,0.00000;0.15004;0.22217;0.27060;0.52779;0.64289;0.70377;0.76234;0.83014;1.00000,0.4813868564347678
train_07462,-1,0.00000;0.21600;0.31268;0.44006;0.44790;0.45406;0.75416;0.75454;0.95822;1.00000,0.5108327471035439
train_07463,49,0.00000;0.21423;0.33647;0.44680;0.52770;0.55203;0.58668;0.60091;0.68185;1.00000,0.48070976459725845
train_07464,-1,0.00000;0.35625;0.35922;0.39545;0.48291;0.48953;0.57507;0.74522;0.89357;1.00000,0.6458886052023446
train_07465,43,0.00000;0.04352;0.07003;0.34401;0.57952;0.60574;0.61951;0.77061;0.88433;1.00000,0.3679315002740666
train_07466,46,0.00000;0.08232;0.16687;0.30037;0.30715;0.51896;0.60052;0.63940;0.80890;1.00000,0.3445833709688895
train_07467,48,0.00000;0.00864;0.17694;0.21464;0.68191;0.75970;0.92273;0.93479;0.96009;1.00000,0.46723364049784827
train_07468,29,0.00000;0.11217;0.16231;0.25812;0.29867;0.43122;0.53485;0.90388;0.99916;1.00000,0.4533131915344633
train_07469,45,0.00000;0.00106;0.01796;0.22645;0.53969;0.55250;0.71625;0.77306;0.90233;1.00000,0.36300538980392155
train_07470,48,0.00000;0.05972;0.35061;0.39896;0.47488;0.71693;0.75257;0.82775;0.90852;1.00000,0.5331566343738623
train_07471,20,0.00000;0.08614;0.13421;0.15161;0.39159;0.61302;0.64710;0.70895;0.77956;1.00000,0.4236903062119526
train_07472,-1,0.00000;0.08747;0.39064;0.48640;0.62381;0.80284;0.92487;0.94073;0.98144;1.00000,0.5246120706122708
train_07473,1,0.00000;0.08533;0.15913;0.23575;0.34684;0.46431;0.66452;0.68142;0.80827;1.00000,0.47584857724875024
train_07474,31,0.00000;0.04500;0.15696;0.22498;0.27546;0.47485;0.55312;0.59366;0.85288;1.00000,0.4978037301078658
train_07475,11,0.00000;0.04022;0.16989;0.22123;0.23350;0.36580;0.39575;0.44945;0.85809;1.00000,0.35489258099957166
train_07476,9,0.00000;0.19233;0.21026;0.37183;0.39902;0.54877;0.63663;0.64118;0.90261;1.00000,0.4924801758136178
train_07477,40,0.00000;0.09050;0.10355;0.15320;0.34896;0.36767;0.88376;0.95971;0.98708;1.00000,0.40936997882642023
train_07478,43,0.00000;0.17683;0.25326;0.29114;0.32332;0.35727;0.43852;0.76173;0.85684;1.00000,0.42441953749354583
train_07479,-1,0.00000;0.07924;0.24055;0.40296;0.48875;0.59074;0.67771;0.70492;0.86910;1.00000,0.41023601563762596
train_07480,-1,0.00000;0.01245;0.02363;0.16754;0.45060;0.49575;0.56227;0.88216;0.93323;1.00000,0.5561028830616574
train_07481,-1,0.00000;0.06256;0.40786;0.44118;0.48813;0.78473;0.95613;0.95617;0.97892;1.00000,0.3773421160260437
train_07482,36,0.00000;0.02005;0.10835;0.31822;0.37044;0.57747;0.61390;0.88506;0.98930;1.00000,0.4748716697446171
train_07483,45,0.00000;0.01694;0.11612;0.17111;0.21887;0.31554;0.74839;0.86311;0.92475;1.00000,0.6113320301298997
train_07484,21,0.00000;0.37927;0.47538;0.52361;0.60894;0.74765;0.86879;0.92718;0.95890;1.00000,0.5177487990762237
train_07485,11,0.00000;0.04425;0.23728;0.47581;0.62207;0.63028;0.78436;0.88480;0.94431;1.00000,0.48930524799725117
train_07486,31,0.00000;0.07847;0.28968;0.30215;0.31211;0.50035;0.53722;0.61566;0.72447;1.00000,0.5465190018749199
train_07487,10,0.00000;0.03502;0.07549;0.28163;0.28763;0.67282;0.83894;0.88415;0.93994;1.00000,0.27287325622620745
train_07488,-1,0.00000;0.23246;0.31907;0.37220;0.41544;0.55742;0.80029;0.80632;0.96964;1.00000,0.4870871944915374
train_07489,17,0.00000;0.02308;0.04010;0.31479;0.38809;0.55854;0.73669;0.81929;0.86937;1.00000,0.5715252399267642
train_07490,1,0.00000;0.00507;0.09197;0.14446;0.22425;0.28909;0.43264;0.45905;0.63018;1.00000,0.2302774901817745
train_07491,38,0.00000;0.10174;0.22118;0.32390;0.43329;0.66451;0.68762;0.77073;0.99771;1.00000,0.5674040886758454
train_07492,-1,0.00000;0.01696;0.03932;0.07920;0.13768;0.17120;0.57127;0.84274;0.97580;1.00000,0.2704923441665896
train_07493,16,0.00000;0.46199;0.52153;0.60916;0.62003;0.65463;0.66696;0.73153;0.85482;1.00000,0.4788765272633422
train_07494,-1,0.00000;0.03112;0.10281;0.19158;0.46730;0.47788;0.59749;0.65674;0.73643;1.00000,0.5013583583583476
train_07495,2,0.00000;0.23661;0.34785;0.38897;0.65603;0.68092;0.83027;0.83068;0.92973;1.00000,0.6362727470062167
train_07496,43,0.00000;0.21950;0.25305;0.61070;0.68118;0.72912;0.83107;0.87277;0.99360;1.00000,0.4775550981625586
train_07497,0,0.00000;0.05652;0.14507;0.48050;0.51243;0.67220;0.74734;0.96458;0.99352;1.00000,0.30459210756236954
train_07498,13,0.00000;0.11774;0.22702;0.43980;0.88422;0.92094;0.93196;0.98928;0.99772;1.00000,0.41240574179923534
train_07499,36,0.00000;0.01770;0.12374;0.17268;0.25820;0.40041;0.63269;0.78056;0.85476;1.00000,0.3576600765148204
train_07500,26,0.00000;0.06922;0.11475;0.17868;0.41134;0.49422;0.54708;0.66809;0.90775;1.00000,0.35328431791790277
train_07501,14,0.00000;0.19841;0.32831;0.50177;0.51165;0.68836;0.69356;0.73145;0.92067;1.00000,0.44562183850427833
train_07502,10,0.00000;0.00661;0.51893;0.55130;0.56874;0.78475;0.89287;0.89544;0.98115;1.00000,0.40662522648075183
train_07503,22,0.00000;0.03733;0.06323;0.27076;0.33489;0.47435;0.54925;0.82738;0.87880;1.00000,0.4225905317809808
train_07504,3,0.00000;0.12901;0.13233;0.20270;0.42560;0.43182;0.73032;0.74867;0.92400;1.00000,0.4759819265789196
train_07505,12,0.00000;0.06169;0.34929;0.38556;0.43118;0.53467;0.57649;0.82254;0.95616;1.00000,0.5031216989749414
train_07506,1,0.00000;0.02492;0.06880;0.41359;0.46618;0.67540;0.73007;0.80188;0.80690;1.00000,0.34308120898694977
train_07507,41,0.00000;0.13038;0.38913;0.54228;0.59337;0.74083;0.80178;0.96757;0.98735;1.00000,0.44061276291279344
train_07508,44,0.00000;0.16416;0.46560;0.61909;0.64728;0.66966;0.73790;0.84825;0.87742;1.00000,0.578496168230159
train_07509,18,0.00000;0.22966;0.32619;0.44640;0.63825;0.78439;0.89540;0.93138;0.99634;1.00000,0.4462419778522681
train_07510,48,0.00000;0.01769;0.09049;0.10438;0.29411;0.40289;0.52360;0.75082;0.92322;1.00000,0.6191488095876477
train_07511,41,0.00000;0.24798;0.25233;0.28895;0.30452;0.38104;0.40791;0.70744;0.98826;1.00000,0.6927084443994779
train_07512,7,0.00000;0.00851;0.12902;0.15295;0.39127;0.41876;0.55919;0.87562;0.99303;1.00000,0.3916256237014685
train_07513,10,0.00000;0.21077;0.21388;0.28235;0.62644;0.63832;0.66239;0.93340;0.94752;1.00000,0.7110510821286129
train_07514,13,0.00000;0.01899;0.07043;0.45103;0.53113;0.62376;0.67290;0.86731;0.98562;1.00000,0.4572182114041665
train_07515,37,0.00000;0.26145;0.35490;0.35971;0.36587;0.39730;0.63068;0.66449;0.90360;1.00000,0.47838272165589474
train_07516,-1,0.00000;0.02948;0.14798;0.18863;0.26523;0.39250;0.81529;0.90693;0.93464;1.00000,0.5701295734392945
train_07517,11,0.00000;0.17118;0.26699;0.34106;0.36224;0.38314;0.47988;0.60780;0.78770;1.00000,0.4357008944441073
train_07518,-1,0.00000;0.03470;0.27181;0.40910;0.41258;0.72675;0.74785;0.78210;0.96206;1.00000,0.41357289564770056
train_07519,43,0.00000;0.03798;0.12597;0.18288;0.27917;0.35947;0.39619;0.72984;0.97241;1.00000,0.41967973368417205
train_07520,11,0.00000;0.21590;0.28712;0.33028;0.35752;0.36777;0.83290;0.84114;0.84464;1.00000,0.41776532111841835
train_07521,-1,0.00000;0.19058;0.29758;0.32890;0.49519;0.51163;0.52393;0.84746;0.89611;1.00000,0.32487738889913487
train_07522,2,0.00000;0.08245;0.20405;0.26011;0.55423;0.76894;0.87824;0.90340;0.94776;1.00000,0.6654089883522729
train_07523,36,0.00000;0.42462;0.49867;0.64748;0.70544;0.75858;0.76798;0.86828;0.86841;1.00000,0.3303723401623923
train_07524,49,0.00000;0.06100;0.25228;0.30775;0.60967;0.93968;0.94848;0.94894;0.99993;1.00000,0.5390248328905332
train_07525,-1,0.00000;0.16439;0.17351;0.26098;0.35965;0.48375;0.63121;0.75493;0.81219;1.00000,0.45552645614241494
train_07526,-1,0.00000;0.03452;0.14779;0.17670;0.54119;0.56083;0.71997;0.84942;0.85329;1.00000,0.6606481907761405
train_07527,37,0.00000;0.10204;0.29964;0.44063;0.52283;0.53723;0.67946;0.85513;0.89197;1.00000,0.3834764309674046
train_07528,-1,0.00000;0.04047;0.07240;0.28050;0.61665;0.84236;0.85678;0.87073;0.95134;1.00000,0.614376326929073
train_07529,3,0.00000;0.00189;0.25852;0.30443;0.35024;0.66210;0.70021;0.86219;0.96347;1.00000,0.6733731246288965
train_07530,3,0.00000;0.03594;0.16161;0.20450;0.21386;0.29964;0.47467;0.52272;0.68189;1.00000,0.2651728746163187
train_07531,44,0.00000;0.09257;0.18495;0.28198;0.32707;0.34122;0.50552;0.87330;0.93309;1.00000,0.3364266653408749
train_07532,13,0.00000;0.01801;0.26278;0.26723;0.41705;0.60412;0.60415;0.72321;0.97422;1.00000,0.3831392036822128
train_07533,25,0.00000;0.00292;0.10343;0.32807;0.45270;0.51613;0.75529;0.83309;0.94985;1.00000,0.6541235656272767
train_07534,15,0.00000;0.05816;0.10716;0.13961;0.14586;0.33494;0.37439;0.76449;0.93227;1.00000,0.41952506896467295
train_07535,5,0.00000;0.06722;0.10303;0.11017;0.19401;0.57693;0.75690;0.77985;0.91505;1.00000,0.4887722508381303
train_07536,-1,0.00000;0.43038;0.53784;0.61085;0.67796;0.71631;0.79830;0.90821;0.91903;1.00000,0.5275194632902676
train_07537,39,0.00000;0.02762;0.11798;0.29332;0.43072;0.44120;0.49341;0.70051;0.99044;1.00000,0.5634449434652266
train_07538,48,0.00000;0.07677;0.34827;0.41756;0.48883;0.53129;0.71649;0.87992;0.92319;1.00000,0.41687320807299594
train_07539,20,0.00000;0.06331;0.07969;0.11140;0.22837;0.44812;0.78720;0.97901;0.98544;1.00000,0.6773218701725746
train_07540,28,0.00000;0.17830;0.19700;0.28785;0.58658;0.67869;0.69567;0.73743;0.83325;1.00000,0.45143430270764195
train_07541,-1,0.00000;0.19952;0.25111;0.28438;0.32960;0.48152;0.63424;0.65563;0.77643;1.00000,0.5695071980055926
train_07542,37,0.00000;0.16592;0.52862;0.54362;0.61070;0.70510;0.78721;0.96099;0.98369;1.00000,0.39430121615485586
train_07543,-1,0.00000;0.10391;0.11656;0.37620;0.52245;0.69531;0.76087;0.79825;0.82898;1.00000,0.49928756481874165
train_07544,32,0.00000;0.03067;0.11501;0.18773;0.32693;0.64176;0.75930;0.82991;0.94707;1.00000,0.5645926280162434
train_07545,19,0.00000;0.10434;0.13147;0.13652;0.29167;0.30224;0.38777;0.44337;0.86202;1.00000,0.3261175136170845
train_07546,12,0.00000;0.04433;0.21543;0.28668;0.31596;0.46025;0.65997;0.92917;0.97308;1.00000,0.6580134627579772
train_07547,8,0.00000;0.00006;0.05483;0.10598;0.50466;0.62796;0.63855;0.74787;0.93461;1.00000,0.3917449672589818
train_07548,20,0.00000;0.21704;0.41958;0.44330;0.44678;0.48504;0.56052;0.70372;0.97627;1.00000,0.44137731861126983
train_07549,-1,0.00000;0.03548;0.03999;0.04761;0.09591;0.27894;0.36426;0.42610;0.89124;1.00000,0.3848916263451534
train_07550,19,0.00000;0.04729;0.31423;0.35703;0.43771;0.57501;0.71891;0.78341;0.96722;1.00000,0.4451195600039713
train_07551,4,0.00000;0.09091;0.20648;0.21299;0.24835;0.60263;0.62147;0.84173;0.98286;1.00000,0.4223304544530738
train_07552,0,0.00000;0.21389;0.37432;0.42271;0.47045;0.76506;0.80199;0.81492;0.97373;1.00000,0.2824941911805466
train_07553,-1,0.00000;0.04448;0.35438;0.38144;0.49935;0.56224;0.61498;0.79261;0.93033;1.00000,0.38315296213609507
train_07554,5,0.00000;0.19800;0.29113;0.39616;0.40223;0.52530;0.76919;0.78987;0.83491;1.00000,0.26456904884755583
train_07555,22,0.00000;0.21904;0.27192;0.43429;0.46966;0.47417;0.57625;0.71985;0.98033;1.00000,0.5236007475552268
train_07556,45,0.00000;0.02511;0.10342;0.19383;0.26449;0.34416;0.37918;0.38977;0.59107;1.00000,0.105984600086954
train_07557,-1,0.00000;0.03561;0.04838;0.10389;0.26122;0.28668;0.31024;0.53286;0.95303;1.00000,0.5024577307527566
train_07558,16,0.00000;0.00978;0.05716;0.06850;0.14310;0.21427;0.71491;0.81601;0.83643;1.00000,0.5024565564424536
train_07559,3,0.00000;0.25874;0.46657;0.49692;0.56990;0.57185;0.69688;0.71061;0.95432;1.00000,0.3306084803915076
train_07560,36,0.00000;0.00233;0.19295;0.29830;0.43405;0.70770;0.79927;0.89364;0.97111;1.00000,0.2588640345665916
train_07561,10,0.00000;0.12094;0.12784;0.12929;0.47902;0.73477;0.87543;0.92469;0.95356;1.00000,0.43861087821861094
train_07562,-1,0.00000;0.00187;0.10754;0.13960;0.49150;0.60618;0.61899;0.65131;0.69731;1.00000,0.41103668266664445
train_07563,12,0.00000;0.04602;0.05930;0.10341;0.45632;0.58834;0.60209;0.68725;0.95935;1.00000,0.3582500325229217
train_07564,24,0.00000;0.04364;0.12478;0.44218;0.57266;0.63876;0.72893;0.92442;0.94584;1.00000,0.6631069713732507
train_07565,-1,0.00000;0.26564;0.48744;0.53923;0.56642;0.65535;0.76890;0.91176;0.93168;1.00000,0.6334246950926306
train_07566,-1,0.00000;0.24519;0.42287;0.52837;0.59662;0.65031;0.94814;0.95733;0.97415;1.00000,0.5034557616364124
train_07567,-1,0.00000;0.03371;0.04740;0.41782;0.52166;0.55834;0.79291;0.87257;0.87665;1.00000,0.6537996985286677
train_07568,7,0.00000;0.30562;0.40316;0.43390;0.67020;0.68382;0.80227;0.86470;0.90827;1.00000,0.45639561843177023
train_07569,27,0.00000;0.04687;0.09521;0.32982;0.47627;0.50772;0.71081;0.71753;0.86141;1.00000,0.431276591227936
train_07570,18,0.00000;0.21313;0.39817;0.46246;0.47943;0.49865;0.52684;0.76428;0.92531;1.00000,0.2483944934254279
train_07571,33,0.00000;0.25458;0.37865;0.39434;0.42277;0.71558;0.71751;0.89324;0.92167;1.00000,0.5363609202985216
train_07572,48,0.00000;0.10170;0.20583;0.27084;0.56442;0.72858;0.82752;0.87985;0.88435;1.00000,0.5847152268431618
train_07573,5,0.00000;0.01217;0.05837;0.09066;0.09895;0.33802;0.45058;0.57653;0.78507;1.00000,0.39970530109805136
train_07574,-1,0.00000;0.04118;0.09253;0.63903;0.89822;0.90363;0.91984;0.93827;0.98097;1.00000,0.3466294547016461
train_07575,34,0.00000;0.05086;0.29227;0.30817;0.63494;0.65955;0.66721;0.71728;0.98034;1.00000,0.5429789852318355
train_07576,-1,0.00000;0.12057;0.42650;0.44416;0.46459;0.47887;0.60682;0.64018;0.77919;1.00000,0.7404030220917005
train_07577,13,0.00000;0.28395;0.67059;0.73071;0.74424;0.81134;0.84385;0.84913;0.98559;1.00000,0.3173772781097477
train_07578,-1,0.00000;0.13424;0.27233;0.38661;0.42177;0.42267;0.58421;0.86213;0.86782;1.00000,0.37028919271479355
train_07579,45,0.00000;0.05993;0.12621;0.24292;0.74560;0.76140;0.79071;0.93694;0.96163;1.00000,0.3506022693334765
train_07580,24,0.00000;0.03035;0.17453;0.33052;0.47282;0.73959;0.81516;0.92145;0.92190;1.00000,0.44238806513074824
train_07581,-1,0.00000;0.03318;0.14735;0.42210;0.57700;0.60674;0.61399;0.71682;0.78435;1.00000,0.5698490487546412
train_07582,-1,0.00000;0.12248;0.14874;0.41044;0.43494;0.60713;0.77856;0.80432;0.85814;1.00000,0.36067009562138236
train_07583,-1,0.00000;0.08557;0.10339;0.18255;0.39683;0.50127;0.50276;0.75026;0.86653;1.00000,0.5774803640338477
train_07584,36,0.00000;0.06002;0.16282;0.30285;0.32355;0.44219;0.49196;0.80418;0.87780;1.00000,0.36510516163918355
train_07585,25,0.00000;0.46831;0.47540;0.52145;0.61161;0.76487;0.84519;0.88218;0.97519;1.00000,0.4640602279137602
train_07586,39,0.00000;0.04990;0.27078;0.33576;0.42575;0.45473;0.82307;0.87345;0.96659;1.00000,0.6162909183349775
train_07587,7,0.00000;0.07681;0.09464;0.20098;0.25619;0.26847;0.29511;0.69109;0.84171;1.00000,0.43546147283051373
train_07588,21,0.00000;0.02905;0.19941;0.44796;0.76246;0.76392;0.80720;0.83696;0.85362;1.00000,0.2806604681648497
train_07589,2,0.00000;0.12017;0.42470;0.43632;0.48625;0.71880;0.75054;0.88769;0.92956;1.00000,0.5454758330279316
train_07590,24,0.00000;0.19724;0.48043;0.55829;0.69174;0.73927;0.75417;0.89894;0.99210;1.00000,0.4368530982965559
train_07591,33,0.00000;0.09665;0.16929;0.17571;0.18784;0.24541;0.48281;0.50246;0.51173;1.00000,0.3033627019475808
train_07592,20,0.00000;0.11322;0.18947;0.26044;0.43517;0.62119;0.80886;0.87680;0.94228;1.00000,0.36929884215632797
train_07593,8,0.00000;0.21661;0.38775;0.39975;0.41003;0.56737;0.58572;0.60391;0.94079;1.00000,0.46709058514089336
train_07594,26,0.00000;0.07883;0.17641;0.21572;0.34108;0.36383;0.39131;0.62776;0.93234;1.00000,0.45884166332492954
train_07595,25,0.00000;0.00511;0.13788;0.16733;0.31486;0.52408;0.67746;0.69674;0.78341;1.00000,0.503586138502667
train_07596,38,0.00000;0.04268;0.07378;0.13446;0.13646;0.56285;0.74774;0.75938;0.80590;1.00000,0.31298291739466505
train_07597,30,0.00000;0.08826;0.47052;0.48207;0.53360;0.54399;0.59288;0.72104;0.77583;1.00000,0.3898553502086002
train_07598,26,0.00000;0.12347;0.13706;0.30994;0.33565;0.56596;0.79319;0.81610;0.86342;1.00000,0.5149989201431028
train_07599,36,0.00000;0.02103;0.17196;0.37463;0.55190;0.57967;0.60265;0.60462;0.89283;1.00000,0.6901291493148026
train_07600,4,0.00000;0.02138;0.21827;0.35689;0.48276;0.49764;0.51143;0.62910;0.73666;1.00000,0.38469395662219386
train_07601,33,0.00000;0.09276;0.22281;0.40618;0.52544;0.55354;0.60021;0.77327;0.98947;1.00000,0.38415045291333283
train_07602,43,0.00000;0.12386;0.19320;0.54286;0.62673;0.63163;0.77416;0.77955;0.82660;1.00000,0.39284533233708774
train_07603,49,0.00000;0.02336;0.14011;0.25376;0.53908;0.55812;0.82555;0.82871;0.98202;1.00000,0.5435541719437735
train_07604,7,0.00000;0.40025;0.57505;0.63150;0.77439;0.79191;0.83774;0.92439;0.95209;1.00000,0.36161055380904994
train_07605,-1,0.00000;0.03077;0.33947;0.43062;0.53516;0.63059;0.75224;0.95374;0.96547;1.00000,0.22994644853853308
train_07606,35,0.00000;0.10950;0.18666;0.27490;0.29353;0.47017;0.48203;0.49318;0.94774;1.00000,0.42711413551056426
train_07607,31,0.00000;0.09176;0.18762;0.24621;0.38974;0.56847;0.72582;0.90498;0.99103;1.00000,0.5622547245811711
train_07608,20,0.00000;0.19192;0.21231;0.26433;0.56184;0.66460;0.70135;0.75827;0.90781;1.00000,0.5391113194391554
