id,c,mask
"4052","32600, 314, 13, 703, 5485, 6689, 253, 11373, 3369, 969, 13, 8958, 13, 752, 11525, 344, 5486, 281, 15, 5834, 779, 1078, 344, 344, 369, 2820, 1669, 15, 344, 44280, 11617, 347, 281, 703, 3261, 320, 253, 715, 521, 1175, 2927, 342, 5599, 247, 268, 344, 483, 2183, 15, 617, 344, 369, 15, 969, 5909, 253, 3369, 512, 253, 1039, 13, 13, 617, 2798, 3407, 281, 617, 41153, 21558, 369, 4755, 15, 275, 617, 344, 9081, 4541, 2427, 15, 703, 37126, 617, 1481, 281, 617, 13, 11196, 253, 3369, 3212, 15, 533, 779, 15, 1051, 891, 344, 16470, 1053, 617, 626, 285, 840, 2427, 971, 281, 846, 1333, 1175, 617, 6170, 342, 247, 22500, 281, 10135, 368, 2568, 15, 15","1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1"
"4053","48472, 434, 13032, 281, 394, 253, 46139, 1335, 264, 4921, 2918, 731, 13, 12623, 275, 617, 407, 1016, 253, 13574, 643, 434, 285, 6174, 15, 47241, 37031, 1981, 617, 896, 281, 32457, 275, 253, 14218, 9320, 715, 1223, 253, 617, 2454, 1436, 20035, 13, 18577, 1070, 521, 1481, 670, 253, 2316, 15, 15, 891, 13223, 2072, 247, 871, 752, 28401, 434, 4592, 369, 13, 41856, 407, 533, 359, 247, 637, 1364, 434, 1089, 4318, 15, 562, 344, 19925, 1293, 1146, 13, 840, 37031, 2326, 15, 1981, 368, 3297, 30974, 13, 285, 344, 1060, 13, 439, 31377, 285, 891, 1833, 452, 562, 273, 247, 1007, 253, 923, 15, 2316, 15","0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0"
"4054","706, 255, 11529, 253, 1072, 673, 13, 253, 891, 671, 2868, 806, 5331, 326, 273, 3626, 4999, 1501, 24846, 36259, 7936, 281, 247, 1501, 33712, 2611, 588, 2473, 14483, 275, 534, 7815, 3746, 1408, 2208, 285, 5820, 616, 1659, 6388, 273, 2201, 11319, 2544, 281, 5416, 789, 326, 326, 2739, 285, 588, 3959, 643, 6055, 5667, 5300, 403, 1411, 625, 1298, 20961, 18564, 253, 285, 281, 24181, 954, 5386, 23180, 34404, 432, 846, 2538, 253, 2739, 5931, 13, 1824, 6186, 13, 273, 2329, 966, 5948, 15, 1029, 327, 253, 1618, 273, 285, 1966, 14965, 15, 25761, 512, 2201, 42933, 4999, 9894, 403, 2330, 36259, 342, 588, 14779, 3569, 320, 285, 2675, 17620, 15","0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0"
"4055","16452, 26617, 279, 760, 26030, 300, 684, 9908, 476, 2223, 285, 16924, 275, 41159, 7688, 2430, 253, 436, 9902, 273, 50196, 32367, 3284, 273, 2389, 273, 15, 347, 46316, 4685, 273, 359, 452, 10062, 6612, 15, 670, 352, 4321, 436, 20992, 1057, 417, 1705, 13, 10748, 16457, 3198, 281, 686, 328, 347, 29343, 752, 3249, 4470, 8, 436, 1523, 1711, 310, 9908, 8928, 31937, 13, 534, 2389, 774, 6419, 285, 41307, 273, 275, 28232, 15, 2299, 18738, 2389, 13, 2389, 285, 7688, 34298, 347, 672, 7688, 452, 20992, 347, 247, 20057, 6293, 686, 15, 5858, 752, 279, 2209, 19274, 5983, 13577, 20992, 2389, 310, 9093, 310, 3640, 670, 273, 20992, 253, 436, 2169, 14099, 6612, 273, 273, 686, 1966, 74, 2133, 8, 285, 29395, 26030, 300, 800, 2564, 5122, 15, 1339, 441, 31937, 1611, 670, 281, 2873, 2096, 436, 23950, 10982, 342, 23971, 15, 247, 27294, 15","0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1"
"4056","12855, 4611, 856, 260, 9581, 521, 36346, 2336, 1481, 285, 12293, 8003, 13, 7725, 4160, 8449, 8511, 8855, 281, 1263, 247, 729, 423, 2014, 1575, 40815, 15, 434, 8505, 417, 594, 18023, 247, 23027, 7101, 9005, 1485, 264, 543, 579, 689, 414, 342, 17421, 247, 253, 1387, 660, 13, 29973, 436, 20204, 28087, 15, 253, 5763, 642, 13, 9530, 275, 247, 29017, 273, 3200, 642, 13, 697, 13, 2432, 14863, 11480, 4611, 46754, 751, 247, 260, 8163, 13, 368, 871, 598, 33131, 934, 9670, 1481, 15, 973, 752, 344, 891, 1849, 31505, 264, 285, 8042, 644, 281, 2444, 327, 352, 15, 326, 581, 15, 310, 352, 347, 39986, 327, 247, 32263, 6168, 2647, 273, 958, 35753, 13, 368, 403, 891, 651, 919, 253, 78, 885, 326, 806, 697, 281, 2798, 588, 8800, 3517, 5517, 281, 619, 12948, 15, 1543","0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1"
"4057","783, 248, 2242, 1735, 281, 3330, 3511, 610, 275, 253, 2036, 379, 1824, 1533, 875, 14099, 285, 4600, 15, 703, 21986, 369, 1066, 14578, 15492, 327, 779, 347, 12200, 779, 13, 285, 2167, 344, 344, 921, 2122, 3078, 281, 275, 2810, 521, 2927, 617, 15336, 285, 15, 521, 2564, 1551, 44061, 13, 344, 40617, 1119, 2994, 2819, 387, 617, 432, 15, 617, 9081, 5471, 16088, 1881, 9680, 13, 9461, 285, 6497, 762, 253, 281, 1146, 23069, 285, 1218, 31115, 323, 74, 3047, 253, 326, 703, 369, 3926, 311, 2870, 272, 6472, 327, 617, 30055, 15, 3511, 253, 13, 625, 1029, 3473, 344, 9047, 617, 1824, 13, 326, 650, 253, 625, 7906, 2575, 521, 2210, 715, 2133, 521, 1481, 13, 285, 253, 625, 22238, 344, 15, 3543, 15","1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0"
"4058","13961, 262, 310, 1495, 3811, 310, 323, 954, 6422, 21815, 4130, 273, 281, 923, 285, 2997, 326, 253, 10325, 954, 273, 15, 7497, 16457, 556, 452, 436, 28969, 16139, 382, 285, 13071, 285, 5847, 9927, 11712, 13, 326, 5747, 512, 13399, 8672, 285, 6982, 13653, 285, 7881, 556, 5482, 323, 5913, 3237, 285, 326, 2223, 13699, 19408, 281, 352, 29966, 556, 275, 521, 352, 15, 390, 436, 4592, 617, 1495, 8558, 984, 3388, 3811, 15, 1966, 275, 13399, 2564, 1533, 13, 3388, 14099, 1436, 434, 556, 3048, 5882, 285, 36703, 6611, 1131, 267, 9927, 13, 275, 21815, 15, 436, 21815, 3249, 10096, 432, 521, 390, 617, 3048, 285, 19471, 281, 8672, 1131, 342, 285, 6982, 2469, 285, 2330, 556, 2559, 13079, 13, 273, 1805, 2429, 281, 374, 420, 275, 2852, 15, 289, 3253, 432, 9596, 281, 5331, 4466, 1495, 285, 3811, 13, 672, 432, 352, 2021, 369, 281, 5222, 5948, 452, 644, 4158, 281, 327, 253, 3720, 1007, 273, 436, 2266, 323, 285, 6446, 11273, 5482, 275, 3367, 13, 9927, 275, 36490, 285, 38058, 521, 8470, 15, 390, 617, 21815, 436, 3139, 275, 1495, 310, 285, 1014, 846, 1495, 15, 247, 436, 21815, 5699, 310, 5333, 432, 10380, 625, 46316, 253, 11098, 285, 1679, 954, 6422, 1329, 985, 323, 45985, 12085, 273, 3388, 637, 8470, 281, 285, 247, 40704, 3416, 12085, 15, 352, 310, 285, 1335, 4274, 17980, 13, 1878, 984, 273, 3480, 46316, 273, 4209, 941, 5028, 15, 436, 13, 2568, 5333, 3133, 10481, 310, 7746, 327, 591, 253, 45985, 273, 4292, 347, 44043, 326, 352, 556, 627, 310, 16665, 36712, 598, 273, 253, 13775, 285, 7344, 275, 5161, 13399, 2301, 466, 316, 285, 5956, 273, 1495, 3811, 21815, 275, 1495, 326, 3811, 347, 1097, 556, 8672, 2827, 285, 6982, 403, 7459, 390, 359, 778, 2201, 314, 1333, 13, 978, 494, 285, 16196, 3472, 13016, 2429, 281, 2021, 13, 2827, 7688, 4442, 285, 253, 5948, 45985, 273, 21815, 323, 3388, 1436, 15, 15","0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0"
"4059","2858, 776, 878, 248, 323, 1016, 643, 295, 369, 1512, 1270, 285, 432, 253, 1039, 344, 6390, 26986, 387, 2147, 619, 2133, 619, 285, 650, 5004, 262, 521, 9970, 5541, 13, 891, 30346, 15, 344, 5821, 15, 28063, 521, 368, 25296, 715, 253, 19273, 13, 1928, 344, 41912, 521, 17628, 594, 327, 479, 1175, 13, 13, 285, 19031, 294, 27407, 715, 15, 521, 3564, 479, 1119, 1892, 619, 11566, 285, 3809, 969, 285, 323, 344, 29172, 247, 1643, 9506, 13, 8479, 619, 24194, 479, 281, 13, 26766, 479, 598, 3501, 562, 15, 253, 7835, 285, 1066, 327, 779, 342, 18024, 273, 776, 5497, 507, 12320, 13, 32457, 1620, 949, 253, 6325, 23584, 6941, 479, 281, 15, 564, 1512, 18205, 284, 46486, 479, 281, 3809, 390, 1512, 779, 13, 1892, 1014, 285, 840, 2167, 14436, 441, 326, 689, 13, 434, 4555, 752, 891, 8133, 779, 327, 1755, 3078, 273, 281, 513, 479, 15, 15","1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1"
"4060","5209, 17447, 1216, 249, 434, 32153, 434, 14018, 23385, 2352, 892, 42648, 1070, 432, 521, 6208, 347, 344, 14436, 521, 1481, 1527, 285, 432, 247, 1930, 2806, 34378, 369, 22007, 1977, 15, 281, 1930, 344, 2242, 15, 1335, 295, 323, 311, 11522, 30018, 247, 15, 2774, 13, 45066, 285, 13477, 13, 285, 840, 352, 12959, 2210, 26575, 896, 434, 342, 594, 253, 13, 10884, 7171, 273, 9931, 521, 2798, 15, 15, 634, 581, 1133, 18811, 281, 521, 9081, 275, 3392, 247, 18829, 5486, 760, 246, 15, 344, 8, 269, 16630, 342, 521, 23313, 5914, 3297, 9685, 5890, 285, 31714, 15, 344, 19031, 634, 521, 1133, 762, 1133, 253, 13, 8067, 13, 285, 533, 275, 3543, 1051, 2820, 2717, 15, 642, 246, 10785, 762, 8, 253, 2614, 31975, 5159, 48570, 14234, 15, 344, 32089, 4929, 521, 13, 2927, 285, 2206, 598, 13, 20284, 253, 1048, 368, 11939, 285, 1849, 3531, 572, 2373, 432, 253, 521, 769, 327, 9081, 347, 340, 344, 858, 594, 15, 344, 17377, 1475, 13, 285, 521, 2927, 12623, 327, 253, 13392, 4677, 4886, 398, 1066, 253, 305, 26095, 813, 15, 15","0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0"
"4061","5658, 74, 1833, 1912, 320, 10182, 626, 13, 1058, 20010, 13, 1058, 20010, 753, 12316, 969, 13, 1078, 13, 8133, 253, 15492, 1289, 12976, 617, 22239, 825, 275, 598, 342, 521, 521, 3584, 17300, 13, 15, 344, 3261, 617, 275, 12936, 247, 253, 11996, 2927, 273, 247, 1824, 13, 285, 753, 247, 21152, 273, 36150, 10379, 13, 13, 285, 247, 891, 10299, 24156, 3243, 13, 4274, 15, 13, 344, 7320, 253, 891, 1871, 1620, 1691, 3584, 368, 275, 327, 326, 6308, 581, 9215, 285, 10904, 15, 891, 1833, 253, 33324, 1379, 594, 1919, 352, 1199, 1557, 369, 347, 2717, 1833, 2455, 9848, 5108, 15, 347, 352, 533, 604, 651, 755, 15, 891, 840, 344, 2455, 34672, 326, 16470, 598, 253, 10464, 13, 3261, 562, 949, 253, 13, 604, 891, 50229, 8323, 13, 285, 5485, 2455, 1694, 2372, 253, 3369, 13, 7562, 1051, 891, 1871, 1056, 253, 2119, 891, 10464, 275, 1904, 2914, 626, 1691, 273, 368, 275, 779, 326, 15, 4274, 4112, 574, 15, 5055, 891, 1871, 990, 598, 352, 627, 13, 253, 20260, 13, 275, 253, 1039, 1083, 627, 22522, 943, 1849, 497, 667, 37700, 15, 5322, 327, 253, 285, 4076, 28392, 13, 533, 13, 562, 751, 352, 4455, 247, 637, 4999, 15, 15, 891, 9023, 15","0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0"
"4062","248, 7483, 344, 3531, 285, 1850, 285, 885, 3200, 497, 264, 1469, 323, 715, 1850, 885, 253, 1824, 15, 344, 281, 6604, 651, 1379, 253, 2614, 285, 4408, 3530, 285, 703, 651, 3177, 271, 779, 15, 17452, 3590, 15, 597, 7808, 5966, 253, 9266, 1907, 2590, 12927, 1824, 285, 2168, 3053, 7808, 2403, 616, 1039, 4404, 1160, 253, 5699, 824, 5893, 15, 8467, 13781, 806, 15, 2810, 703, 574, 816, 28987, 281, 3057, 1379, 247, 13, 6345, 594, 344, 3260, 344, 574, 247, 1652, 5130, 2372, 273, 3057, 673, 13, 2444, 323, 731, 15, 253, 1649, 67, 344, 874, 369, 8644, 1691, 275, 521, 253, 4797, 8989, 896, 1824, 327, 285, 273, 24294, 253, 1527, 387, 77, 2329, 6484, 13, 285, 1943, 278, 2902, 9047, 715, 352, 15, 1907, 779, 342, 24536, 347, 344, 1160, 1850, 4229, 885, 326, 2186, 13, 896, 344, 3261, 13, 285, 344, 7808, 13781, 715, 617, 15, 344, 2210, 598, 281, 617, 987, 5130, 617, 13, 534, 369, 247, 1652, 1679, 685, 247, 3174, 1048, 1576, 275, 1711, 6814, 5130, 15, 344, 812, 1379, 745, 521, 969, 8989, 275, 7043, 1824, 285, 1335, 923, 973, 13, 5747, 253, 12927, 7043, 16953, 13, 1907, 8228, 4351, 617, 594, 908, 281, 352, 949, 253, 13, 1107, 13, 285, 347, 344, 7808, 13781, 597, 285, 1097, 4934, 703, 5130, 3057, 15, 344, 4455, 281, 7921, 4925, 617, 285, 7808, 6508, 703, 521, 1133, 3260, 16953, 4351, 344, 617, 23727, 369, 247, 816, 3331, 15, 1840, 617, 5130, 15, 703, 369, 5890, 281, 344, 253, 5181, 13, 285, 574, 4455, 644, 281, 7921, 2810, 387, 253, 1928, 281, 273, 43928, 521, 5181, 15, 1078, 436, 19951, 13, 17497, 5893, 13, 1160, 533, 247, 436, 4602, 342, 779, 15, 344, 1547, 35105, 1314, 369, 625, 285, 685, 13661, 521, 7019, 253, 6208, 1979, 281, 617, 273, 4808, 667, 670, 344, 574, 247, 2455, 2326, 3174, 3579, 285, 15, 1066, 432, 617, 5130, 13, 1850, 285, 885, 2183, 617, 326, 369, 344, 24684, 369, 1060, 281, 1361, 617, 285, 417, 1977, 281, 7664, 285, 15, 9049, 344, 13, 533, 369, 1547, 3987, 6858, 7106, 2312, 7835, 15, 3587, 715, 617, 4808, 344, 5611, 281, 1339, 521, 617, 871, 1711, 3331, 344, 369, 627, 281, 5956, 281, 617, 521, 13, 285, 253, 3935, 4455, 747, 281, 581, 15, 755, 949, 15","1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0"
"4063","262, 6689, 369, 369, 247, 2136, 3120, 22980, 617, 703, 8597, 31579, 285, 4680, 574, 670, 253, 12759, 25931, 432, 672, 247, 344, 2927, 24081, 7270, 387, 253, 277, 1633, 15, 7068, 15, 703, 1871, 9106, 14454, 253, 3416, 574, 352, 369, 1705, 275, 285, 627, 15, 44118, 292, 5055, 2206, 598, 16092, 253, 13, 2819, 3168, 1475, 253, 285, 1659, 347, 5328, 604, 703, 1871, 3663, 1633, 15, 8013, 2136, 3120, 285, 256, 6337, 4595, 369, 10000, 617, 342, 9881, 1529, 689, 253, 2829, 3000, 285, 13, 1014, 534, 497, 4443, 1730, 2167, 264, 352, 15, 253, 4876, 3543, 369, 1175, 762, 617, 253, 2740, 673, 9881, 13, 703, 285, 703, 6337, 1871, 2668, 731, 253, 689, 1340, 15, 253, 3000, 969, 15","1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0"
